ID,Image,Mask,Label,
0-100-T01-E02-L04-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E02-L04-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E02-L04-S12.tif,0,
0-100-T01-E02-L05-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E02-L05-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E02-L05-S08.tif,0,
0-100-T01-E02-L05-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E02-L05-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E02-L05-S09.tif,0,
0-100-T01-E02-L05-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E02-L05-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E02-L05-S10.tif,0,
0-100-T01-E02-L05-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E02-L05-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E02-L05-S11.tif,0,
0-100-T01-E02-L05-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E02-L05-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E02-L05-S12.tif,0,
0-100-T01-E02-L05-S13.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E02-L05-S13.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E02-L05-S13.tif,0,
0-100-T01-E03-L02-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L02-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L02-S07.tif,0,
0-100-T01-E03-L02-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L02-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L02-S08.tif,0,
0-100-T01-E03-L02-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L02-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L02-S09.tif,0,
0-100-T01-E03-L02-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L02-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L02-S10.tif,0,
0-100-T01-E03-L02-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L02-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L02-S11.tif,0,
0-100-T01-E03-L02-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L02-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L02-S12.tif,0,
0-100-T01-E03-L03-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L03-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L03-S06.tif,0,
0-100-T01-E03-L03-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L03-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L03-S07.tif,0,
0-100-T01-E03-L03-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L03-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L03-S08.tif,0,
0-100-T01-E03-L03-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L03-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L03-S09.tif,0,
0-100-T01-E03-L03-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L03-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L03-S10.tif,0,
0-100-T01-E03-L03-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L03-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L03-S11.tif,0,
0-100-T01-E03-L04-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L04-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L04-S05.tif,0,
0-100-T01-E03-L04-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L04-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L04-S06.tif,0,
0-100-T01-E03-L04-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L04-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L04-S07.tif,0,
0-100-T01-E03-L04-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L04-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L04-S08.tif,0,
0-100-T01-E03-L04-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L04-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L04-S09.tif,0,
0-100-T01-E03-L04-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L04-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L04-S10.tif,0,
0-100-T01-E03-L05-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L05-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L05-S05.tif,0,
0-100-T01-E03-L05-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L05-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L05-S06.tif,0,
0-100-T01-E03-L05-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L05-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L05-S07.tif,0,
0-100-T01-E03-L05-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L05-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L05-S08.tif,0,
0-100-T01-E03-L05-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L05-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L05-S09.tif,0,
0-100-T01-E03-L05-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E03-L05-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E03-L05-S10.tif,0,
0-100-T01-E04-L01-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L01-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L01-S06.tif,0,
0-100-T01-E04-L01-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L01-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L01-S07.tif,0,
0-100-T01-E04-L01-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L01-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L01-S08.tif,0,
0-100-T01-E04-L01-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L01-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L01-S09.tif,0,
0-100-T01-E04-L01-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L01-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L01-S10.tif,0,
0-100-T01-E04-L01-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L01-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L01-S11.tif,0,
0-100-T01-E04-L02-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L02-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L02-S06.tif,0,
0-100-T01-E04-L02-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L02-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L02-S07.tif,0,
0-100-T01-E04-L02-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L02-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L02-S08.tif,0,
0-100-T01-E04-L02-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L02-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L02-S09.tif,0,
0-100-T01-E04-L02-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L02-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L02-S10.tif,0,
0-100-T01-E04-L02-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L02-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L02-S11.tif,0,
0-100-T01-E04-L03-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L03-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L03-S06.tif,0,
0-100-T01-E04-L03-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L03-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L03-S07.tif,0,
0-100-T01-E04-L03-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L03-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L03-S08.tif,0,
0-100-T01-E04-L03-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L03-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L03-S09.tif,0,
0-100-T01-E04-L03-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L03-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L03-S10.tif,0,
0-100-T01-E04-L03-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L03-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L03-S11.tif,0,
0-100-T01-E04-L04-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L04-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L04-S06.tif,0,
0-100-T01-E04-L04-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L04-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L04-S07.tif,0,
0-100-T01-E04-L04-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L04-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L04-S08.tif,0,
0-100-T01-E04-L04-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L04-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L04-S09.tif,0,
0-100-T01-E04-L04-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L04-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L04-S10.tif,0,
0-100-T01-E04-L04-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L04-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L04-S11.tif,0,
0-100-T01-E04-L05-S04.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L05-S04.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L05-S04.tif,0,
0-100-T01-E04-L05-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L05-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L05-S05.tif,0,
0-100-T01-E04-L05-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L05-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L05-S06.tif,0,
0-100-T01-E04-L05-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L05-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L05-S07.tif,0,
0-100-T01-E04-L05-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L05-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L05-S08.tif,0,
0-100-T01-E04-L05-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E04-L05-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E04-L05-S09.tif,0,
0-100-T01-E10-L01-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L01-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L01-S06.tif,0,
0-100-T01-E10-L01-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L01-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L01-S07.tif,0,
0-100-T01-E10-L01-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L01-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L01-S08.tif,0,
0-100-T01-E10-L01-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L01-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L01-S09.tif,0,
0-100-T01-E10-L01-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L01-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L01-S10.tif,0,
0-100-T01-E10-L01-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L01-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L01-S11.tif,0,
0-100-T01-E10-L02-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L02-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L02-S07.tif,0,
0-100-T01-E10-L02-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L02-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L02-S08.tif,0,
0-100-T01-E10-L02-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L02-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L02-S09.tif,0,
0-100-T01-E10-L02-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L02-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L02-S10.tif,0,
0-100-T01-E10-L02-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L02-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L02-S11.tif,0,
0-100-T01-E10-L02-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L02-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L02-S12.tif,0,
0-100-T01-E10-L05-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L05-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L05-S07.tif,0,
0-100-T01-E10-L05-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L05-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L05-S08.tif,0,
0-100-T01-E10-L05-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L05-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L05-S09.tif,0,
0-100-T01-E10-L05-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L05-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L05-S10.tif,0,
0-100-T01-E10-L05-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L05-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L05-S11.tif,0,
0-100-T01-E10-L05-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E10-L05-S12.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E10-L05-S12.tif,0,
0-100-T01-E12-L01-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L01-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L01-S06.tif,0,
0-100-T01-E12-L01-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L01-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L01-S07.tif,0,
0-100-T01-E12-L01-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L01-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L01-S08.tif,0,
0-100-T01-E12-L01-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L01-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L01-S09.tif,0,
0-100-T01-E12-L01-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L01-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L01-S10.tif,0,
0-100-T01-E12-L01-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L01-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L01-S11.tif,0,
0-100-T01-E12-L02-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L02-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L02-S06.tif,0,
0-100-T01-E12-L02-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L02-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L02-S07.tif,0,
0-100-T01-E12-L02-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L02-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L02-S08.tif,0,
0-100-T01-E12-L02-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L02-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L02-S09.tif,0,
0-100-T01-E12-L02-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L02-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L02-S10.tif,0,
0-100-T01-E12-L02-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L02-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L02-S11.tif,0,
0-100-T01-E12-L03-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L03-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L03-S06.tif,0,
0-100-T01-E12-L03-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L03-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L03-S07.tif,0,
0-100-T01-E12-L03-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L03-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L03-S08.tif,0,
0-100-T01-E12-L03-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L03-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L03-S09.tif,0,
0-100-T01-E12-L03-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L03-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L03-S10.tif,0,
0-100-T01-E12-L03-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L03-S11.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L03-S11.tif,0,
0-100-T01-E12-L04-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L04-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L04-S05.tif,0,
0-100-T01-E12-L04-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L04-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L04-S06.tif,0,
0-100-T01-E12-L04-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L04-S07.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L04-S07.tif,0,
0-100-T01-E12-L04-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L04-S08.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L04-S08.tif,0,
0-100-T01-E12-L04-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L04-S09.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L04-S09.tif,0,
0-100-T01-E12-L04-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L04-S10.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L04-S10.tif,0,
0-100-T01-E12-L05-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L05-S05.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L05-S05.tif,0,
0-100-T01-E12-L05-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\T01-E12-L05-S06.tif,C:\PIBIC\2022-2023\Datasets\100\Class-0\masks\T01-E12-L05-S06.tif,0,
